cd_cnpj;nu_ordem;cd_ramo_atividade;de_ramo_atividade;chave_cnae
16871715000150;3;4755502;CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;47
16871715000150;4;4781400;FACCAO DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS;47
13819281000150;0;9511800;REPARACAO E MANUTENCAO DE COMPUTADORES E DE EQUIPAMENTOS PERIFERICOS;95
15547900000120;0;4520006;SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES;45
02003592000120;0;4930201;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;49
00531621000100;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
08480005000170;0;0111302;CRIACAO DE FRANGOS PARA CORTE;01
08480005000170;1;0133404;CULTIVO DE CITRICOS, EXCETO LARANJA;01
08480005000170;2;0155501;CULTIVO DE MILHO;01
16456706000100;0;4771701;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS;47
16456706000100;1;4771703;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
16456706000100;2;4772500;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS HOMEOPATICOS;47
16456706000100;3;4773300;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;47
91962266000170;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
97532214000140;0;4713002;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;47
66970229014540;0;6120502;SERVICO MOVEL ESPECIALIZADO  SME;61
66970229014540;1;6120599;SERVICOS DE TELECOMUNICACOES SEM FIO NAO ESPECIFICADOS ANTERIORMENTE;61
08282214000100;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
08282214000100;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
08282214000100;2;9499500;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
00429070000160;0;6399200;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;63
00429070000160;1;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
00429070000160;2;7490105;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;74
00429070000160;3;7490199;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;74
00429070000160;4;8299799;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;82
01297612000150;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
78175270000120;0;4754701;COMERCIO VAREJISTA DE MOVEIS;47
11986235000110;0;4713002;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
11986235000110;1;4755502;COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS;47
11986235000110;2;4763601;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
11986235000110;3;4772500;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS;47
11986235000110;4;4789001;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES;47
91706010000100;0;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;47
29522745000100;0;4530703;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
14872825000100;0;4772500;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;47
14872825000100;1;4783101;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
44833614000200;0;4722901;COMERCIO VAREJISTA DE CARNES  ACOUGUES;47
16884127000150;0;1091102;COMERCIO VAREJISTA DE BEBIDAS;10
16884127000150;1;4712100;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
16884127000150;2;4721102;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
16884127000150;3;4721104;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;47
16884127000150;4;4723700;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;47
05077830000130;0;8112500;CONDOMINIOS PREDIAIS;81
74599507000140;0;4782201;COMERCIO VAREJISTA DE CALCADOS;47
72485899000190;0;4647802;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;46
72485899000190;1;4761001;COMERCIO ATACADISTA DE LIVROS, JORNAIS E OUTRAS PUBLICACOES;47
72485899000190;2;5811500;COMERCIO VAREJISTA DE LIVROS;58
72485899000190;3;7410299;EDICAO DE LIVROS;74
14088741000180;0;5320202;SERVICOS DE ENTREGA RAPIDA;53
63759708000140;0;4120400;CONSTRUCAO DE EDIFICIOS;41
63759708000140;1;4299501;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS;42
15047751000130;0;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
15047751000130;1;4930203;TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS;49
03315943000100;0;3101200;COMERCIO VAREJISTA DE MOVEIS;31
03315943000100;1;4754701;FABRICACAO DE MOVEIS COM PREDOMINANCIA DE MADEIRA;47
09653608000270;0;4783101;COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA;47
09653608000270;1;4783102;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;47
11353850000190;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
07710146000170;0;2539001;SERVICOS DE USINAGEM, TORNEARIA E SOLDA;25
12806116000100;0;6462000;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS;64
12806116000100;1;6463800;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS;64
12806116000100;2;8211300;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO;82
42238113000250;0;9521500;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;95
62466198000150;0;6399200;AGENCIAMENTO DE PROFISSIONAIS PARA ATIVIDADES ESPORTIVAS, CULTURAIS E ARTISTICAS;63
62466198000150;1;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
62466198000150;2;7490105;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE;74
62466198000150;3;7490199;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;74
62466198000150;4;8299799;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;82
78357548000180;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;47
07941499000180;0;4754701;COMERCIO VAREJISTA DE MOVEIS;47
07941499000180;1;9529105;REPARACAO DE ARTIGOS DO MOBILIARIO;95
15566333000150;0;4330404;OBRAS DE ALVENARIA;43
15566333000150;1;4399103;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;43
16959495000110;0;4772500;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS;47
16959495000110;1;4773300;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
16959495000110;2;5620104;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;56
02192159000180;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
97544764000180;0;1622699;FABRICACAO DE FERRAMENTAS;16
97544764000180;1;2330399;FABRICACAO DE OUTROS ARTEFATOS E PRODUTOS DE CONCRETO, CIMENTO, FIBROCIMENTO, GESSO E MATERIAIS SEMELHANTES;23
97544764000180;2;2543800;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO;25
97544764000180;3;3329501;OBRAS DE ACABAMENTO EM GESSO E ESTUQUE;33
97544764000180;4;4330403;SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL;43
06312074000220;0;4511103;COMERCIO ATACADISTA DE EQUIPAMENTOS ELETRICOS DE USO PESSOAL E DOMESTICO;45
06312074000220;1;4511104;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS;45
06312074000220;2;4541202;COMERCIO POR ATACADO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS E USADOS;45
06312074000220;3;4649401;COMERCIO POR ATACADO DE CAMINHOES NOVOS E USADOS;46
06312074000220;4;4672900;COMERCIO POR ATACADO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;46
97538285000150;0;1091101;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;10
97538285000150;1;1093701;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;10
97538285000150;2;5611203;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;56
97538285000150;3;5620104;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
13494858000100;0;4759899;ATIVIDADES DE MONITORAMENTO DE SISTEMAS DE SEGURANCA ELETRONICO;47
13494858000100;1;8020001;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;80
13468072000100;0;4761001;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
13468072000100;1;4781400;COMERCIO VAREJISTA DE LIVROS;47
13468072000100;2;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;85
14610419000170;0;1099604;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;10
14610419000170;1;4755503;COMERCIO VAREJISTA DE CALCADOS;47
14610419000170;2;4782201;FABRICACAO DE GELO COMUM;47
11458698000100;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
13615564000180;0;4930201;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
13615564000180;1;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;49
13615564000180;2;4930204;TRANSPORTE RODOVIARIO DE MUDANCAS;49
97518938000130;0;9602501;CABELEIREIROS, MANICURE E PEDICURE;96
03147060000200;0;7711000;AGENCIAS DE VIAGENS;77
03147060000200;1;7911200;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;79
16674698000160;0;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
11928429000160;0;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;56
11928429000160;1;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
08087933000170;0;4721104;CANTINAS  SERVICOS DE ALIMENTACAO PRIVATIVOS;47
08087933000170;1;4729699;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
08087933000170;2;5611203;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;56
08087933000170;3;5620103;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
16620168000130;0;4771704;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;47
16620168000130;1;4789004;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS;47
09588375000270;0;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;86
03940651000150;0;4754701;COMERCIO VAREJISTA DE MOVEIS;47
03940651000150;1;9529105;REPARACAO DE ARTIGOS DO MOBILIARIO;95
04090526000160;0;8299799;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;82
05802925000170;0;8291100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;82
00622164000150;0;4646001;COMERCIO ATACADISTA DE COSMETICOS E PRODUTOS DE PERFUMARIA;46
00622164000150;1;4649499;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS;46
00622164000150;2;4672900;COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINANCIA DE ALIMENTOS OU DE INSUMOS AGROPECUARIOS;46
00622164000150;3;4693100;COMERCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;46
00830899000170;0;1053800;FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS;10
03084424000170;0;4672900;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS;46
03084424000170;1;4673700;COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;46
03084424000170;2;4679699;COMERCIO ATACADISTA DE MATERIAL ELETRICO;46
03084424000170;3;4691500;COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS;46
00768481000180;0;4744005;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;47
09250328000130;0;4744001;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;47
10929372000150;0;4930201;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL;49
10929372000150;1;4930202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL;49
16997371000120;0;9609299;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE;96
10348127000150;0;4763602;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM;47
10348127000150;1;4772500;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
10348127000150;2;4781400;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS;47
10348127000150;3;4782201;COMERCIO VAREJISTA DE CALCADOS;47
10348127000150;4;4782202;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
09434177000170;0;4321500;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO;43
09434177000170;1;4322302;INSTALACAO E MANUTENCAO ELETRICA;43
09434177000170;2;4330404;REPARACAO E MANUTENCAO DE EQUIPAMENTOS ELETROELETRONICOS DE USO PESSOAL E DOMESTICO;43
09434177000170;3;9521500;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;95
01002083000110;0;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
79266060000100;0;8112500;CONDOMINIOS PREDIAIS;81
05536514000180;0;5510801;HOTEIS;55
05160175000180;0;4520002;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
05160175000180;1;4520003;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
05160175000180;2;4530703;SERVICOS DE MANUTENCAO E REPARACAO ELETRICA DE VEICULOS AUTOMOTORES;45
05160175000180;3;5229002;SERVICOS DE REBOQUE DE VEICULOS;52
11508613000150;0;4712100;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO;47
11508613000150;1;4721103;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES;47
11508613000150;2;4721104;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;47
11508613000150;3;4755502;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;47
11508613000150;4;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;47
11024246000110;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
15100701000170;0;1413401;COMERCIO ATACADISTA ESPECIALIZADO DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;14
15100701000170;1;2222600;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS;22
15100701000170;2;4679604;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;46
15100701000170;3;4744001;CONFECCAO DE ROUPAS PROFISSIONAIS, EXCETO SOB MEDIDA;47
15100701000170;4;4759899;FABRICACAO DE EMBALAGENS DE MATERIAL PLASTICO;47
08585554000100;0;4511102;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS USADOS;45
08585554000100;1;4512901;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
08585554000100;2;4512902;COMERCIO SOB CONSIGNACAO DE VEICULOS AUTOMOTORES;45
08585554000100;3;4530703;LOCACAO DE AUTOMOVEIS SEM CONDUTOR;45
08585554000100;4;7711000;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE VEICULOS AUTOMOTORES;77
13574352000100;0;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;85
07814707000180;0;8112500;CONDOMINIOS PREDIAIS;81
12231530000120;0;8593700;ENSINO DE IDIOMAS;85
04187306000150;0;4120400;CONSTRUCAO DE EDIFICIOS;41
04187306000150;1;4222701;CONSTRUCAO DE REDES DE ABASTECIMENTO DE AGUA, COLETA DE ESGOTO E CONSTRUCOES CORRELATAS, EXCETO OBRAS DE IRRIGACAO;42
04187306000150;2;4299599;OUTRAS OBRAS DE ENGENHARIA CIVIL NAO ESPECIFICADAS ANTERIORMENTE;42
04187306000150;3;4399199;SERVICOS DE ENGENHARIA;43
04187306000150;4;7112000;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE;71
05771393000150;0;1741902;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;17
05771393000150;1;5811500;EDICAO DE JORNAIS DIARIOS;58
05771393000150;2;5812301;EDICAO DE LIVROS;58
05771393000150;3;5819100;EDICAO INTEGRADA A IMPRESSAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;58
05771393000150;4;5829800;FABRICACAO DE PRODUTOS DE PAPEL, CARTOLINA, PAPEL CARTAO E PAPELAO ONDULADO PARA USO COMERCIAL E DE ESCRITORIO, EXCETO FORMULARIO CONTINUO;58
88437157000200;0;4661300;COMERCIO ATACADISTA DE MAQUINAS, APARELHOS E EQUIPAMENTOS PARA USO AGROPECUARIO, PARTES E PECAS;46
88910914000130;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
04678001000140;0;4321500;INSTALACAO E MANUTENCAO ELETRICA;43
25734880000150;0;7410299;ATIVIDADES DE DESIGN NAO ESPECIFICADAS ANTERIORMENTE;74
25734880000150;1;7490104;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS;74
25734880000150;2;7490199;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;74
03213143000170;0;4752100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO;47
10796898000100;0;8640201;LABORATORIOS DE ANATOMIA PATOLOGICA E CITOLOGICA;86
10796898000100;1;8640207;SERVICOS DE DIAGNOSTICO POR IMAGEM SEM USO DE RADIACAO IONIZANTE, EXCETO RESSONANCIA MAGNETICA;86
05340569000110;0;9430800;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;94
05340569000110;1;9493600;ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS;94
05340569000110;2;9499500;ATIVIDADES DE ORGANIZACOES ASSOCIATIVAS LIGADAS A CULTURA E A ARTE;94
04903587001090;0;8413200;REGULACAO DAS ATIVIDADES ECONOMICAS;84
13348476000160;0;5819100;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;58
13348476000160;1;5912099;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS;59
13348476000160;2;7319002;OUTRAS ATIVIDADES DE SERVICOS PESSOAIS NAO ESPECIFICADAS ANTERIORMENTE;73
13348476000160;3;8230001;PROMOCAO DE VENDAS;82
13348476000160;4;9609299;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;96
38700787000410;0;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;47
10894488000100;0;4120400;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL;41
10894488000100;1;4211101;CONSTRUCAO DE EDIFICIOS;42
10894488000100;2;4213800;CONSTRUCAO DE RODOVIAS E FERROVIAS;42
10894488000100;3;4744099;LOCACAO DE MAODEOBRA TEMPORARIA;47
10894488000100;4;7820500;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;78
21609409000180;0;8599601;FORMACAO DE CONDUTORES;85
09144088000190;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
09144088000190;1;4729699;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
09144088000190;2;4772500;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;47
10361489000180;0;0111302;CRIACAO DE BOVINOS PARA CORTE;01
10361489000180;1;0151201;CULTIVO DE MILHO;01
05317602000190;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
05703189000100;0;5611203;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;56
10829830000180;0;1013901;FABRICACAO DE PRODUTOS DE CARNE;10
10829830000180;1;8299799;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;82
68219237000100;0;5911102;ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;59
68219237000100;1;5911199;PRODUCAO DE FILMES PARA PUBLICIDADE;59
10902182000140;0;8711502;INSTITUICOES DE LONGA PERMANENCIA PARA IDOSOS;87
08679745000130;0;8630502;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES;86
08679745000130;1;8640207;SERVICOS DE DIAGNOSTICO POR IMAGEM SEM USO DE RADIACAO IONIZANTE, EXCETO RESSONANCIA MAGNETICA;86
08679745000130;2;8640208;SERVICOS DE DIAGNOSTICO POR REGISTRO GRAFICO  ECG, EEG E OUTROS EXAMES ANALOGOS;86
08080057000150;0;4520001;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES;45
08080057000150;1;4520002;COMERCIO A VAREJO DE PECAS E ACESSORIOS USADOS PARA VEICULOS AUTOMOTORES;45
08080057000150;2;4520006;SERVICOS DE BORRACHARIA PARA VEICULOS AUTOMOTORES;45
08080057000150;3;4530703;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;45
08080057000150;4;4530704;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES;45
69116200000100;0;9491000;ATIVIDADES DE ORGANIZACOES RELIGIOSAS OU FILOSOFICAS;94
15486741000100;0;4723700;COMERCIO VAREJISTA DE BEBIDAS;47
15486741000100;1;4755501;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL;47
15486741000100;2;4772500;COMERCIO VAREJISTA DE PRODUTOS SANEANTES DOMISSANITARIOS;47
15486741000100;3;4789005;COMERCIO VAREJISTA DE TECIDOS;47
15486741000100;4;7319002;PROMOCAO DE VENDAS;73
12398239000140;0;3314707;MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL;33
11836107000190;0;5620102;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;56
11836107000190;1;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;82
07416849000270;0;4623101;ATIVIDADES VETERINARIAS;46
07416849000270;1;7500100;COMERCIO ATACADISTA DE ANIMAIS VIVOS;75
15822475000130;0;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;94
20811410000120;0;4731800;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES;47
20811410000120;1;4732600;COMERCIO VAREJISTA DE LUBRIFICANTES;47
05246125000110;0;4511101;COMERCIO A VAREJO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS;45
05246125000110;1;4644301;COMERCIO ATACADISTA DE INSTRUMENTOS E MATERIAIS PARA USO MEDICO, CIRURGICO, HOSPITALAR E DE LABORATORIOS;46
05246125000110;2;4645101;COMERCIO ATACADISTA DE MEDICAMENTOS E DROGAS DE USO HUMANO;46
05246125000110;3;4751200;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA;47
05246125000110;4;4761003;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA;47
12345495000170;0;8299707;SALAS DE ACESSO A INTERNET;82
71352496000100;0;4771701;COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS;47
60199957000300;0;2813500;FABRICACAO DE VALVULAS, REGISTROS E DISPOSITIVOS SEMELHANTES, PECAS E ACESSORIOS;28
